UF,COD,MUN,ARRECADACAO_TOTAL_IMPOSTOS
MA,2111748,Senador Alexandre Costa,201476.258062297
MA,2111763,Senador La Rocque,520393.183163614
MA,2111789,Serrano do Maranhão,55085.1948362526
MA,2111805,Sítio Novo,1728378.50846143
MA,2111904,Sucupira do Norte,25244.9226132905
MA,2111953,Sucupira do Riachão,17834.2079665529
MA,2112001,Tasso Fragoso,1622598.5702905
MA,2112100,Timbiras,372373.660878614
MA,2112209,Timon,15495367.1463127
MA,2112233,Trizidela do Vale,1959029.40624738
MA,2112274,Tufilândia,17460.5314228606
MA,2112308,Tuntum,1174163.2455432
MA,2112407,Turiaçu,961841.95665794
MA,2112456,Turilândia,458386.092792578
MA,2112506,Tutóia,2123722.64499734
MA,2112605,Urbano Santos,687880.829403061
MA,2112704,Vargem Grande,1001459.47615948
MA,2112803,Viana,1686274.07565506
MA,2112852,Vila Nova dos Martírios,1560260.55444782
MA,2112902,Vitória do Mearim,2781893.16837691
MA,2113009,Vitorino Freire,1011585.45402089
MA,2114007,Zé Doca,2877689.47725943
MG,3100104,Abadia dos Dourados,862753.15362642
MG,3100203,Abaeté,3281420.53063206
MG,3100302,Abre Campo,2695177.70553711
MG,3100401,Acaiaca,150531.656790525
MG,3100500,Açucena,812345.141819152
MG,3100609,Água Boa,460366.629761073
MG,3100708,Água Comprida,671143.464153228
MG,3100807,Aguanil,232872.507241097
MG,3100906,Águas Formosas,1394545.17751772
MG,3101003,Águas Vermelhas,799972.570931321
MG,3101102,Aimorés,4593979.23326304
MG,3101201,Aiuruoca,831653.284755396
MG,3101300,Alagoa,164970.162507528
MG,3101409,Albertina,467925.296932275
MG,3101508,Além Paraíba,7047794.65366332
MG,3101607,Alfenas,37478295.3745766
MG,3101631,Alfredo Vasconcelos,579622.077842505
MG,3101706,Almenara,5605232.80958502
MG,3101805,Alpercata,812649.375864881
MG,3101904,Alpinópolis,3202211.23253719
MG,3102001,Alterosa,1745531.39354841
MG,3102050,Alto Caparaó,406068.976447511
MG,3102100,Alto Rio Doce,518309.809069996
MG,3102209,Alvarenga,215787.351668747
MG,3102308,Alvinópolis,1600937.9028915
MG,3102407,Alvorada de Minas,5670304.08180562
MG,3102506,Amparo do Serra,154999.830209502
MG,3102605,Andradas,13119721.5183644
MG,3102704,Cachoeira de Pajeú,253208.580361001
MG,3102803,Andrelândia,2236290.01634972
MG,3102852,Angelândia,235825.563998275
MG,3102902,Antônio Carlos,1562583.6726967
MG,3103009,Antônio Dias,12328183.051661
MG,3103108,Antônio Prado de Minas,96027.0145718445
MG,3103207,Araçaí,289094.975987492
MG,3103306,Aracitaba,60196.0088255609
MG,3103405,Araçuaí,4132506.36843951
MG,3103504,Araguari,50951515.9700421
MG,3103603,Arantina,355203.546803586
MG,3103702,Araponga,268098.570017311
MG,3103751,Araporã,3743425.44944626
MG,3103801,Arapuá,368801.519636271
MG,3103900,Araújos,1353776.78965149
MG,3104007,Araxá,55265448.0001312
MG,3104106,Arceburgo,1015222.28175358
MG,3104205,Arcos,12312464.3746907
MG,3104304,Areado,1871115.3782016
MG,3104403,Argirita,860976.800168184
MG,3104452,Aricanduva,161716.622488485
MG,3104502,Arinos,5566544.61431342
MG,3104601,Astolfo Dutra,917132.773705303
MG,3104700,Ataléia,653297.121699955
MG,3104809,Augusto de Lima,2122168.97424361
MG,3104908,Baependi,1840665.35913315
MG,3105004,Baldim,582923.642939165
MG,3105103,Bambuí,6317843.17928082
MG,3105202,Bandeira,694964.343718554
MG,3105301,Bandeira do Sul,646240.686881452
MG,3105400,Barão de Cocais,27012437.1390763
MG,3105509,Barão de Monte Alto,207062.518952357
MG,3105608,Barbacena,42564179.0797252
MG,3105707,Barra Longa,2413537.67917013
MG,3105905,Barroso,2889105.25634926
MG,3106002,Bela Vista de Minas,3188275.01558851
MG,3106101,Belmiro Braga,449761.160170008
MG,3106200,Belo Horizonte,3509828142.55379
MG,3106309,Belo Oriente,14419510.7115238
MG,3106408,Belo Vale,1917827.17201573
MG,3106507,Berilo,446726.051169299
MG,3106606,Bertópolis,521975.27542223
MG,3106655,Berizal,184258.831797926
MG,3106705,Betim,177796715.920873
MG,3106804,Bias Fortes,130417.319276561
MG,3106903,Bicas,2649696.76717764
MG,3107000,Biquinhas,271380.169113633
MG,3107109,Boa Esperança,10438117.2585424
MG,3107208,Bocaina de Minas,509975.300633516
MG,3107307,Bocaiúva,8725074.09488889
MG,3107406,Bom Despacho,20663422.7097807
MG,3107505,Bom Jardim de Minas,1483696.2154493
MG,3107604,Bom Jesus da Penha,742645.296318145
MG,3107703,Bom Jesus do Amparo,1185117.49700402
MG,3107802,Bom Jesus do Galho,878150.186349097
MG,3107901,Bom Repouso,1051274.01617249
MG,3108008,Bom Sucesso,1950018.0368939
MG,3108107,Bonfim,1530375.50360966
MG,3108206,Bonfinópolis de Minas,1194938.08173517
MG,3108255,Bonito de Minas,177559.502717287
MG,3108305,Borda da Mata,3234481.76652639
MG,3108404,Botelhos,2502787.24441548
MG,3108503,Botumirim,155464.86928338
MG,3108552,Brasilândia de Minas,1687858.33906022
MG,3108602,Brasília de Minas,1653946.36700063
MG,3108701,Brás Pires,361560.484365465
MG,3108800,Braúnas,555346.44736068
MG,3108909,Brasópolis,1346609.84176459
MG,3109006,Brumadinho,56400607.4255308
MG,3109105,Bueno Brandão,1583362.83750523
MG,3109204,Buenópolis,1715842.34253667
MG,3109253,Bugre,394511.365073074
MG,3109303,Buritis,4119158.73393146
MG,3109402,Buritizeiro,5599008.92569557
MG,3109451,Cabeceira Grande,702401.768596413
MG,3109501,Cabo Verde,1367591.94893977
MG,3109600,Cachoeira da Prata,317976.449384072
MG,3109709,Cachoeira de Minas,1340350.81265423
MG,3109808,Cachoeira Dourada,977182.030120471
MG,3109907,Caetanópolis,1379706.40298584
MG,3110004,Caeté,8504772.58594321
MG,3110103,Caiana,146491.677917702
MG,3110202,Cajuri,274968.094762271
MG,3110301,Caldas,3345908.54228538
MG,3110400,Camacho,145174.537338537
MG,3110509,Camanducaia,11263872.8083576
MG,3110608,Cambuí,8024958.18971823
MG,3110707,Cambuquira,1754368.25058795
MG,3110806,Campanário,323725.129130889
MG,3110905,Campanha,4211730.42862127
MG,3111002,Campestre,3386966.78334326
MG,3111101,Campina Verde,4235310.41862332
MG,3111150,Campo Azul,70071.5218545809
MG,3111200,Campo Belo,11972409.1087608
MG,3111309,Campo do Meio,809958.802176444
MG,3111408,Campo Florido,3907825.09105896
MG,3111507,Campos Altos,2733944.9937966
MG,3111606,Campos Gerais,2996612.83907513
MG,3111705,Canaã,272000.31181904
MG,3111804,Canápolis,2468814.89738646
MG,3111903,Cana Verde,187719.576127177
MG,3112000,Candeias,1622866.06238236
MG,3112059,Cantagalo,227485.284073042
MG,3112109,Caparaó,227097.380536045
MG,3112208,Capela Nova,137679.18900632
MG,3112307,Capelinha,4409196.07983334
MG,3112406,Capetinga,764884.292191687
MG,3112505,Capim Branco,1443595.97314176
MG,3112604,Capinópolis,4389211.15974874
MG,3112653,Capitão Andrade,220290.466870489
MG,3112703,Capitão Enéas,1023156.35896658
MG,3112802,Capitólio,12296571.4691942
MG,3112901,Caputira,219253.147760221
MG,3113008,Caraí,1154371.58998229
MG,3113107,Caranaíba,129973.861741193
MG,3113206,Carandaí,4721958.08486519
MG,3113305,Carangola,4782250.91314987
MG,3113404,Caratinga,31427667.7959166
MG,3113503,Carbonita,727133.64757298
MG,3113602,Careaçu,1672458.42401229
MG,3113701,Carlos Chagas,3975371.77805555
MG,3113800,Carmésia,93670.8931860053
MG,3113909,Carmo da Cachoeira,2645597.25956968
MG,3114006,Carmo da Mata,1172847.39397544
MG,3114105,Carmo de Minas,1203294.02126851
MG,3114204,Carmo do Cajuru,5131604.07823215
MG,3114303,Carmo do Paranaíba,5758808.66854826
MG,3114402,Carmo do Rio Claro,3214525.1619537
MG,3114501,Carmópolis de Minas,4020108.97392723
MG,3114550,Carneirinho,2362837.02929113
MG,3114600,Carrancas,735556.67382481
MG,3114709,Carvalhópolis,562792.755134143
MG,3114808,Carvalhos,189746.722654128
MG,3114907,Casa Grande,249802.205302127
MG,3115003,Cascalho Rico,278531.900169555
MG,3115102,Cássia,6774049.56745601
MG,3115201,Conceição da Barra de Minas,180080.573114905
MG,3115300,Cataguases,15459639.6683555
MG,3115359,Catas Altas,1620570.93824731
MG,3115409,Catas Altas da Noruega,129973.174496383
MG,3115458,Catuji,847107.358797302
MG,3115474,Catuti,452887.098316871
MG,3115508,Caxambu,6258873.99475753
MG,3115607,Cedro do Abaeté,103806.728394613
MG,3115706,Central de Minas,585960.84444646
MG,3115805,Centralina,1129405.48361414
MG,3115904,Chácara,162412.415119479
MG,3116001,Chalé,146437.324033403
MG,3116100,Chapada do Norte,435724.85165631
MG,3116159,Chapada Gaúcha,756994.301220381
MG,3116209,Chiador,304033.072780499
MG,3116308,Cipotânea,203600.10095975
MG,3116407,Claraval,424117.307330605
MG,3116506,Claro dos Poções,414644.724907934
MG,3116605,Cláudio,7448745.75220223
MG,3116704,Coimbra,716225.410742272
MG,3116803,Coluna,633607.619438486
MG,3116902,Comendador Gomes,356878.423949806
MG,3117009,Comercinho,179923.361590713
MG,3117108,Conceição da Aparecida,1255302.43476702
MG,3117207,Conceição das Pedras,157629.813523424
MG,3117306,Conceição das Alagoas,8030187.4081243
MG,3117405,Conceição de Ipanema,185578.500822549
MG,3117504,Conceição do Mato Dentro,24899303.7826449
MG,3117603,Conceição do Pará,1681068.43213936
MG,3117702,Conceição do Rio Verde,1479685.24959059
MG,3117801,Conceição dos Ouros,1622522.30321223
MG,3117836,Cônego Marinho,88948.7315228155
MG,3117876,Confins,16099641.4340208
MG,3117900,Congonhal,1951199.53381087
MG,3118007,Congonhas,45802509.6325925
MG,3118106,Congonhas do Norte,342828.821864859
MG,3118205,Conquista,2361274.94235283
MG,3118304,Conselheiro Lafaiete,34317871.3583695
MG,3118403,Conselheiro Pena,2769600.98461708
MG,3118502,Consolação,65785.9145065036
MG,3118601,Contagem,490813261.883657
MG,3118700,Coqueiral,1225595.14954348
MG,3118809,Coração de Jesus,1646912.0983916
MG,3118908,Cordisburgo,1197960.46132081
MG,3119005,Cordislândia,144105.810114714
MG,3119104,Corinto,2862017.38933286
MG,3119203,Coroaci,646012.224140369
MG,3119302,Coromandel,8093130.01305726
MG,3119401,Coronel Fabriciano,24691869.2556835
MG,3119500,Coronel Murta,296807.032097326
MG,3119609,Coronel Pacheco,180030.824796571
MG,3119708,Coronel Xavier Chaves,324197.061167638
MG,3119807,Córrego Danta,1154750.84654354
MG,3119906,Córrego do Bom Jesus,355445.81598518
MG,3119955,Córrego Fundo,804971.856371095
MG,3120003,Córrego Novo,169081.599454511
MG,3120102,Couto de Magalhães de Minas,388189.010285476
MG,3120151,Crisólita,506446.743020987
MG,3120201,Cristais,2403248.59349759
MG,3120300,Cristália,271645.594342369
MG,3120409,Cristiano Otoni,623984.509887661
MG,3120508,Cristina,608412.383599218
MG,3120607,Crucilândia,588487.915414434
MG,3120706,Cruzeiro da Fortaleza,560026.994812018
MG,3120805,Cruzília,2362807.28287398
MG,3120839,Cuparaque,458660.426560381
MG,3120870,Curral de Dentro,541695.693442763
MG,3120904,Curvelo,27757503.5270583
MG,3121001,Datas,140970.783924543
MG,3121100,Delfim Moreira,858652.637375572
MG,3121209,Delfinópolis,1818575.70736934
MG,3121258,Delta,2568369.78574515
MG,3121308,Descoberto,228433.086982465
MG,3121407,Desterro de Entre Rios,1024438.05002241
MG,3121506,Desterro do Melo,261787.518868229
MG,3121605,Diamantina,12176907.5515184
MG,3121704,Diogo de Vasconcelos,216824.691293786
MG,3121803,Dionísio,429295.050758496
MG,3121902,Divinésia,510847.653636362
MG,3122009,Divino,1654032.41620527
MG,3122108,Divino das Laranjeiras,270970.258356639
MG,3122207,Divinolândia de Minas,554178.589346929
MG,3122306,Divinópolis,106848322.910917
MG,3122355,Divisa Alegre,283967.114223942
MG,3122405,Divisa Nova,547770.763187392
MG,3122454,Divisópolis,206261.143636129
MG,3122470,Dom Bosco,478967.912347667
MG,3122504,Dom Cavati,300653.98236632
MG,3122603,Dom Joaquim,351693.746529503
MG,3122702,Dom Silvério,508122.396309356
MG,3122801,Dom Viçoso,126605.049227007
MG,3122900,Dona Eusébia,354479.826731756
MG,3123007,Dores de Campos,772351.764369994
MG,3123106,Dores de Guanhães,1070314.94396627
MG,3123205,Dores do Indaiá,2559645.9924438
MG,3123304,Dores do Turvo,613179.011027352
MG,3123403,Doresópolis,235041.089433766
MG,3123502,Douradoquara,277943.416883641
MG,3123528,Durandé,375220.280168456
MG,3123601,Elói Mendes,5151308.91528453
MG,3123700,Engenheiro Caldas,735208.825377111
MG,3123809,Engenheiro Navarro,862205.963154287
MG,3123858,Entre Folhas,209711.092067432
MG,3123908,Entre Rios de Minas,1636341.50391029
MG,3124005,Ervália,1321158.41747198
MG,3124104,Esmeraldas,16871893.5547316
MG,3124203,Espera Feliz,2742298.61516088
MG,3124302,Espinosa,1894538.94820768
MG,3124401,Espírito Santo do Dourado,1171970.42173012
MG,3124500,Estiva,1835705.86892892
MG,3124609,Estrela Dalva,117975.162287374
MG,3124708,Estrela do Indaiá,254948.694477243
MG,3124807,Estrela do Sul,809812.490833616
MG,3124906,Eugenópolis,568905.397680846
MG,3125002,Ewbank da Câmara,432131.289574492
MG,3125101,Extrema,34966768.4105597
MG,3125200,Fama,266492.099373146
MG,3125309,Faria Lemos,153131.632123975
MG,3125408,Felício dos Santos,238255.548815109
MG,3125507,São Gonçalo do Rio Preto,366371.039045818
MG,3125606,Felisburgo,543429.222317691
MG,3125705,Felixlândia,3959588.29492545
MG,3125804,Fernandes Tourinho,196025.298921592
MG,3125903,Ferros,845061.400225851
MG,3125952,Fervedouro,477846.245049142
MG,3126000,Florestal,499030.29449591
MG,3126109,Formiga,21183059.7321822
MG,3126208,Formoso,1459877.11041162
MG,3126307,Fortaleza de Minas,278829.251509799
MG,3126406,Fortuna de Minas,211721.823358897
MG,3126505,Francisco Badaró,180368.874022254
MG,3126604,Francisco Dumont,433203.319676357
MG,3126703,Francisco Sá,2781243.93743657
MG,3126752,Franciscópolis,172975.508033058
MG,3126802,Frei Gaspar,359644.050925924
MG,3126901,Frei Inocêncio,827794.630809862
MG,3126950,Frei Lagonegro,80547.2868094952
MG,3127008,Fronteira,6703577.04680264
MG,3127057,Fronteira dos Vales,445821.872919232
MG,3127073,Fruta de Leite,388402.466471977
MG,3127107,Frutal,20950921.6366274
MG,3127206,Funilândia,2479487.28615873
MG,3127305,Galiléia,688258.93713717
MG,3127339,Gameleiras,71864.3999604123
MG,3127354,Glaucilândia,275144.132007477
MG,3127370,Goiabeira,201728.589738795
MG,3127388,Goianá,651670.136285344
MG,3127404,Gonçalves,855045.918487641
MG,3127503,Gonzaga,478594.023818014
MG,3127602,Gouveia,575038.452424144
MG,3127701,Governador Valadares,136625223.144543
MG,3127800,Grão Mogol,2865261.51307227
MG,3127909,Grupiara,60964.8716497593
MG,3128006,Guanhães,8566092.40415124
MG,3128105,Guapé,2180102.96293537
MG,3128204,Guaraciaba,471538.973746516
MG,3128253,Guaraciama,142752.019898146
MG,3128303,Guaranésia,4188183.40072665
MG,3128402,Guarani,1422876.98841233
MG,3128501,Guarará,248870.90652553
MG,3128600,Guarda-Mor,4987531.86105404
MG,3128709,Guaxupé,20873557.247225
MG,3128808,Guidoval,790841.620980905
MG,3128907,Guimarânia,1091438.10044566
MG,3129004,Guiricema,1056713.03571679
MG,3129103,Gurinhatã,1153697.87466342
MG,3129202,Heliodora,469041.997946787
MG,3129301,Iapu,803259.826975595
MG,3129400,Ibertioga,486700.19944029
MG,3129509,Ibiá,7138431.63796268
MG,3129608,Ibiaí,312997.514596582
MG,3129657,Ibiracatu,170375.845549857
MG,3129707,Ibiraci,2157624.00579191
MG,3129806,Ibirité,34090279.55477
MG,3129905,Ibitiúra de Minas,336886.769891808
MG,3130002,Ibituruna,286628.721056508
MG,3130051,Icaraí de Minas,164849.710032849
MG,3130101,Igarapé,14563123.9722574
MG,3130200,Igaratinga,1533626.85880565
MG,3130309,Iguatama,1152991.74600725
MG,3130408,Ijaci,1781559.50179002
MG,3130507,Ilicínea,1079610.94550232
MG,3130556,Imbé de Minas,289266.140974717
MG,3130606,Inconfidentes,1268011.43763279
MG,3130655,Indaiabira,171985.680616375
MG,3130705,Indianópolis,1531123.20544815
MG,3130804,Ingaí,271713.857241032
MG,3130903,Inhapim,2725611.45981172
MG,3131000,Inhaúma,380281.981797314
MG,3131109,Inimutaba,366605.58099721
MG,3131158,Ipaba,863892.872213374
MG,3131208,Ipanema,1965433.56368213
MG,3131307,Ipatinga,157715088.808349
MG,3131406,Ipiaçu,586149.877798744
MG,3131505,Ipuiúna,1305648.80994647
MG,3131604,Iraí de Minas,583063.974226408
MG,3131703,Itabira,54149215.9224989
MG,3131802,Itabirinha de Mantena,498652.27565914
MG,3131901,Itabirito,36318102.7731861
MG,3132008,Itacambira,931179.524237158
MG,3132107,Itacarambi,1085585.72879162
MG,3132206,Itaguara,3234969.62828239
MG,3132305,Itaipé,660498.190778802
MG,3132404,Itajubá,41725204.49395
MG,3132503,Itamarandiba,4124904.24756537
MG,3132602,Itamarati de Minas,379273.75263154
MG,3132701,Itambacuri,1648721.86015351
MG,3132800,Itambé do Mato Dentro,216878.039954333
MG,3132909,Itamogi,1569892.06992583
MG,3133006,Itamonte,1975010.07393189
MG,3133105,Itanhandu,2736970.60787772
MG,3133204,Itanhomi,1030670.724491
MG,3133303,Itaobim,1535372.92220533
MG,3133402,Itapagipe,4639908.37832723
MG,3133501,Itapecerica,4465835.03261109
MG,3133600,Itapeva,3294787.12933582
MG,3133709,Itatiaiuçu,6752744.42444799
MG,3133758,Itaú de Minas,4319185.12426893
MG,3133808,Itaúna,34361821.6589338
MG,3133907,Itaverava,283074.383215785
MG,3134004,Itinga,618107.284589223
MG,3134103,Itueta,812758.170821254
MG,3134202,Ituiutaba,47782411.1971029
MG,3134301,Itumirim,235633.28931226
MG,3134400,Iturama,14358056.4395102
MG,3134509,Itutinga,885833.234573519
MG,3134608,Jaboticatubas,8282281.53041903
MG,3134707,Jacinto,941268.385750134
MG,3134806,Jacuí,1608377.21512824
MG,3134905,Jacutinga,10875821.9137641
MG,3135001,Jaguaraçu,551049.403028078
MG,3135050,Jaíba,2590070.26889446
MG,3135076,Jampruca,477476.522727454
MG,3135100,Janaúba,16681349.9358194
MG,3135209,Januária,4646607.23043946
MG,3135308,Japaraíba,629804.191254995
MG,3135357,Japonvar,359861.415176195
MG,3135407,Jeceaba,18859877.166075
MG,3135456,Jenipapo de Minas,2806860.95695623
MG,3135506,Jequeri,626744.48504452
MG,3135605,Jequitaí,462563.915536727
MG,3135704,Jequitibá,1473150.36178116
MG,3135803,Jequitinhonha,2091234.87497518
MG,3135902,Jesuânia,359596.713093117
MG,3136009,Joaíma,1564261.19624831
MG,3136108,Joanésia,337998.434530176
MG,3136207,João Monlevade,29181216.5539107
MG,3136306,João Pinheiro,17045558.2462204
MG,3136405,Joaquim Felício,2768874.3104183
MG,3136504,Jordânia,398406.463508307
MG,3136520,José Gonçalves de Minas,129951.049316456
MG,3136553,José Raydan,114100.250386261
MG,3136579,Josenópolis,442487.002092751
MG,3136603,Nova União,909926.546871253
MG,3136652,Juatuba,8764061.14933636
MG,3136702,Juiz de Fora,437148397.457011
MG,3136801,Juramento,484519.181877601
MG,3136900,Juruaia,1701763.49664645
MG,3136959,Juvenília,181175.805422145
MG,3137007,Ladainha,568214.029402011
MG,3137106,Lagamar,948323.90253266
MG,3137205,Lagoa da Prata,11316063.5639741
MG,3137304,Lagoa dos Patos,157774.86320787
MG,3137403,Lagoa Dourada,1648308.50804377
MG,3137502,Lagoa Formosa,3767236.58278606
MG,3137536,Lagoa Grande,2436868.76346234
MG,3137601,Lagoa Santa,61951926.0951784
MG,3137700,Lajinha,2895564.92675284
MG,3137809,Lambari,4571067.7939864
MG,3137908,Lamim,242109.402304358
MG,3138005,Laranjal,391621.941714694
MG,3138104,Lassance,1972170.58352478
MG,3138203,Lavras,43980755.9308463
MG,3138302,Leandro Ferreira,266339.315620242
MG,3138351,Leme do Prado,147040.642917479
MG,3138401,Leopoldina,6753223.90592026
MG,3138500,Liberdade,342911.02455004
MG,3138609,Lima Duarte,2091894.58896322
MG,3138625,Limeira do Oeste,2832930.81951874
MG,3138658,Lontra,206927.812131345
MG,3138674,Luisburgo,232744.450624838
MG,3138682,Luislândia,147931.989178631
MG,3138708,Luminárias,558342.906533867
MG,3138807,Luz,5108643.38299167
MG,3138906,Machacalis,386397.793876051
MG,3139003,Machado,10830932.1392873
MG,3139102,Madre de Deus de Minas,462301.275188079
MG,3139201,Malacacheta,1215616.90880144
MG,3139250,Mamonas,277621.331568494
MG,3139300,Manga,1073037.55146876
MG,3139409,Manhuaçu,19557792.4501103
MG,3139508,Manhumirim,3004235.26615288
MG,3139607,Mantena,3043474.46251522
MG,3139706,Maravilhas,451073.305402569
MG,3139805,Mar de Espanha,2026307.7703039
MG,3139904,Maria da Fé,1472567.95770555
MG,3140001,Mariana,41434570.7358035
MG,3140100,Marilac,437488.280809165
MG,3140159,Mário Campos,1740572.14952142
MG,3140209,Maripá de Minas,251412.871216848
MG,3140308,Marliéria,364543.942302881
MG,3140407,Marmelópolis,146794.440028652
MG,3140506,Martinho Campos,3437928.51957705
MG,3140530,Martins Soares,396608.641342798
MG,3140555,Mata Verde,293927.291710597
MG,3140605,Materlândia,146382.385478145
MG,3140704,Mateus Leme,9233967.69099671
MG,3140803,Matias Barbosa,5287060.70057781
MG,3140852,Matias Cardoso,598084.181388129
MG,3140902,Matipó,1447921.91252853
MG,3141009,Mato Verde,898428.6676701
MG,3141108,Matozinhos,8960121.97984037
MG,3141207,Matutina,438034.383998464
MG,3141306,Medeiros,334558.312673917
MG,3141405,Medina,1007562.89731687
MG,3141504,Mendes Pimentel,145836.282288846
MG,3141603,Mercês,841339.64134351
MG,3141702,Mesquita,253355.004535067
MG,3141801,Minas Novas,1573762.05828204
MG,3141900,Minduri,1001684.65653729
MG,3142007,Mirabela,1270328.23220368
MG,3142106,Miradouro,959906.186337688
MG,3142205,Miraí,1676378.42737885
MG,3142254,Miravânia,75066.3145596262
MG,3142304,Moeda,542503.96514099
MG,3142403,Moema,895266.264518767
MG,3142502,Monjolos,481791.661087589
MG,3142601,Monsenhor Paulo,1528755.66759255
MG,3142700,Montalvânia,602154.532378599
MG,3142809,Monte Alegre de Minas,2870589.20921474
MG,3142908,Monte Azul,1773841.93746432
MG,3143005,Monte Belo,2323698.90920278
MG,3143104,Monte Carmelo,12331720.143418
MG,3143153,Monte Formoso,551038.263507725
MG,3143203,Monte Santo de Minas,2944557.62454697
MG,3143302,Montes Claros,135192540.136887
MG,3143401,Monte Sião,9041883.79234725
MG,3143450,Montezuma,253682.717735573
MG,3143500,Morada Nova de Minas,1755836.28756114
MG,3143609,Morro da Garça,76824.6355346395
MG,3143708,Morro do Pilar,184300.615256634
MG,3143807,Munhoz,828218.948064403
MG,3143906,Muriaé,33700086.6070012
MG,3144003,Mutum,2438007.36399431
MG,3144102,Muzambinho,4263590.1168723
MG,3144201,Nacip Raydan,92595.2781280054
MG,3144300,Nanuque,4913457.06637966
MG,3144359,Naque,558505.29119934
MG,3144375,Natalândia,389292.927178872
MG,3144409,Natércia,548006.207788684
MG,3144508,Nazareno,4927757.57094543
MG,3144607,Nepomuceno,3789584.31378123
MG,3144656,Ninheira,312241.391444832
MG,3144672,Nova Belém,121176.10585412
MG,3144706,Nova Era,5073519.94193549
MG,3144805,Nova Lima,240494991.726014
MG,3144904,Nova Módica,252627.078935296
MG,3145000,Nova Ponte,2604952.31249635
MG,3145059,Nova Porteirinha,793296.151720579
MG,3145109,Nova Resende,2681158.40376811
MG,3145208,Nova Serrana,19501372.7591991
MG,3145307,Novo Cruzeiro,1615897.32478839
MG,3145356,Novo Oriente de Minas,292264.897802194
MG,3145372,Novorizonte,391665.771521754
MG,3145406,Olaria,75977.6729793494
MG,3145455,Olhos-d'Água,767629.742891069
MG,3145505,Olímpio Noronha,120366.651137464
MG,3145604,Oliveira,11856907.0123082
MG,3145703,Oliveira Fortes,61537.7517431847
MG,3145802,Onça de Pitangui,242803.779416192
MG,3145851,Oratórios,155478.460318802
MG,3145877,Orizânia,141057.304968903
MG,3145901,Ouro Branco,28820234.8578925
MG,3146008,Ouro Fino,8362587.27632128
MG,3146107,Ouro Preto,50001134.261658
MG,3146206,Ouro Verde de Minas,363965.938645536
MG,3146255,Padre Carvalho,359097.609242912
MG,3146305,Padre Paraíso,1486235.70811078
MG,3146404,Paineiras,417514.854124709
MG,3146503,Pains,1915623.80361064
MG,3146552,Pai Pedro,744345.693838801
MG,3146602,Paiva,94762.0635686966
MG,3146701,Palma,472063.433852994
MG,3146750,Palmópolis,149388.230158812
MG,3146909,Papagaios,1397720.00236256
MG,3147006,Paracatu,45138336.3078759
MG,3147105,Pará de Minas,34333324.6733649
MG,3147204,Paraguaçu,4976366.97418766
MG,3147303,Paraisópolis,3115591.31724075
MG,3147402,Paraopeba,4168250.83946492
MG,3147501,Passabém,436052.96489484
MG,3147600,Passa Quatro,3628282.22300178
MG,3147709,Passa Tempo,999558.926280958
MG,3147808,Passa-Vinte,400241.889248045
MG,3147907,Passos,47910548.2791295
MG,3147956,Patis,52187.934835562
MG,3148004,Patos de Minas,66050288.2096508
MG,3148103,Patrocínio,33728083.7570264
MG,3148202,Patrocínio do Muriaé,373893.066837001
MG,3148301,Paula Cândido,597616.875432117
MG,3148400,Paulistas,341027.214724202
MG,3148509,Pavão,434674.146658326
MG,3148608,Peçanha,1479670.43792632
MG,3148707,Pedra Azul,1935233.09311966
MG,3148756,Pedra Bonita,148541.893304021
MG,3148806,Pedra do Anta,228598.10779594
MG,3148905,Pedra do Indaiá,987420.767417641
MG,3149002,Pedra Dourada,119906.966418673
MG,3149101,Pedralva,688937.463169704
MG,3149150,Pedras de Maria da Cruz,223340.684999632
MG,3149200,Pedrinópolis,423385.278776744
MG,3149309,Pedro Leopoldo,27923916.216422
MG,3149408,Pedro Teixeira,141769.454710201
MG,3149507,Pequeri,406442.140121942
MG,3149606,Pequi,248544.967852667
MG,3149705,Perdigão,1213507.09800697
MG,3149804,Perdizes,6186417.22054307
MG,3149903,Perdões,4929443.06448536
MG,3149952,Periquito,1180251.87555109
MG,3150000,Pescador,210340.074929337
MG,3150109,Piau,185412.526072247
MG,3150158,Piedade de Caratinga,481760.981248386
MG,3150208,Piedade de Ponte Nova,195934.3569442
MG,3150307,Piedade do Rio Grande,304572.877935272
MG,3150406,Piedade dos Gerais,477423.892083872
MG,3150505,Pimenta,2231901.98901018
MG,3150539,Pingo-d'Água,325706.343086809
MG,3150570,Pintópolis,176211.836159697
MG,3150604,Piracema,679164.277815674
MG,3150703,Pirajuba,1856864.1569527
MG,3150802,Piranga,1152094.76844161
MG,3150901,Piranguçu,438324.432080429
MG,3151008,Piranguinho,1683843.73524888
MG,3151107,Pirapetinga,1595883.66863908
MG,3151206,Pirapora,13886356.5547426
MG,3151305,Piraúba,1753343.99938646
MG,3151404,Pitangui,4917911.34617035
MG,3151503,Piumhi,12949438.478217
MG,3151602,Planura,2505475.09989683
MG,3151701,Poço Fundo,2849172.12736178
MG,3151800,Poços de Caldas,117626509.773504
MG,3151909,Pocrane,829331.976935006
MG,3152006,Pompéu,7512228.40846721
MG,3152105,Ponte Nova,22049294.7449653
MG,3152131,Ponto Chique,89673.5081053232
MG,3152170,Ponto dos Volantes,1129414.53062791
MG,3152204,Porteirinha,4333621.1528274
MG,3152303,Porto Firme,487807.771381954
MG,3152402,Poté,843811.671182375
