UF,COD,MUN,VALOR_TOTAL_BF
CE,2311231,Potiretama,490997
CE,2311264,Quiterianópolis,1528196
CE,2311306,Quixadá,7108.64
CE,2311355,Quixelô,1135642
CE,2311405,Quixeramobim,4694.08
CE,2311504,Quixeré,921.75
CE,2311603,Redenção,1990668
CE,2311702,Reriutaba,1251108
CE,2311801,Russas,3372213
CE,2311900,Saboeiro,1106845
CE,2311959,Salitre,1387.92
CE,2312007,Santana do Acaraú,2846481
CE,2312106,Santana do Cariri,1452.79
CE,2312205,Santa Quitéria,3473945
CE,2312304,São Benedito,2953521
CE,2312403,São Gonçalo do Amarante,3045132
CE,2312502,São João do Jaguaribe,403367
CE,2312601,São Luís do Curu,897261
CE,2312700,Senador Pompeu,1749722
CE,2312809,Senador Sá,503711
CE,2312908,Sobral,7833043
CE,2313005,Solonópole,995166
CE,2313104,Tabuleiro do Norte,2179303
CE,2313203,Tamboril,1910.12
CE,2313252,Tarrafas,608099
CE,2313302,Tauá,2905727
CE,2313351,Tejuçuoca,1829879
CE,2313401,Tianguá,5757366
CE,2313500,Trairi,5650624
CE,2313559,Tururu,1397.84
CE,2313609,Ubajara,2434033
CE,2313708,Umari,541928
CE,2313757,Umirim,1346546
CE,2313807,Uruburetama,1981014
CE,2313906,Uruoca,1010347
CE,2313955,Varjota,1114828
CE,2314003,Várzea Alegre,2942157
CE,2314102,Viçosa do Ceará,5460537
CE,2399919,Entre Rios,
CE,2399929,Mecejana,
CE,2399939,Vertentes,
DF,5300108,Brasília,62509783
ES,3200102,Afonso Cláudio,1066313
ES,3200136,Águia Branca,380869
ES,3200169,Água Doce do Norte,650558
ES,3200201,Alegre,984755
ES,3200300,Alfredo Chaves,296085
ES,3200359,Alto Rio Novo,452549
ES,3200409,Anchieta,1006624
ES,3200508,Apiacá,497923
ES,3200607,Aracruz,2729112
ES,3200706,Atilio Vivacqua,431694
ES,3200805,Baixo Guandu,1010943
ES,3200904,Barra de São Francisco,1307314
ES,3201001,Boa Esperança,818587
ES,3201100,Bom Jesus do Norte,509887
ES,3201159,Brejetuba,559819
ES,3201209,Cachoeiro de Itapemirim,4723412
ES,3201308,Cariacica,13805029
ES,3201407,Castelo,813498
ES,3201506,Colatina,1792219
ES,3201605,Conceição da Barra,1252.21
ES,3201704,Conceição do Castelo,285229
ES,3201803,Divino de São Lourenço,161537
ES,3201902,Domingos Martins,488552
ES,3202009,Dores do Rio Preto,209425
ES,3202108,Ecoporanga,1018.51
ES,3202207,Fundão,625924
ES,3202256,Governador Lindenberg,260.56
ES,3202306,Guaçuí,898.85
ES,3202405,Guarapari,2887583
ES,3202454,Ibatiba,462082
ES,3202504,Ibiraçu,455444
ES,3202553,Ibitirama,642351
ES,3202603,Iconha,183.6
ES,3202652,Irupi,459589
ES,3202702,Itaguaçu,430188
ES,3202801,Itapemirim,2092885
ES,3202900,Itarana,210.27
ES,3203007,Iúna,907278
ES,3203056,Jaguaré,1125688
ES,3203106,Jerônimo Monteiro,378519
ES,3203130,João Neiva,340.97
ES,3203163,Laranja da Terra,371508
ES,3203205,Linhares,3618324
ES,3203304,Mantenópolis,639422
ES,3203320,Marataízes,1842969
ES,3203346,Marechal Floriano,237.66
ES,3203353,Marilândia,259292
ES,3203403,Mimoso do Sul,1461.1
ES,3203502,Montanha,972.43
ES,3203601,Mucurici,255415
ES,3203700,Muniz Freire,638199
ES,3203809,Muqui,841126
ES,3203908,Nova Venécia,1458348
ES,3204005,Pancas,642147
ES,3204054,Pedro Canário,1100915
ES,3204104,Pinheiros,942177
ES,3204203,Piúma,723112
ES,3204252,Ponto Belo,517452
ES,3204302,Presidente Kennedy,704757
ES,3204351,Rio Bananal,513791
ES,3204401,Rio Novo do Sul,302759
ES,3204500,Santa Leopoldina,536155
ES,3204559,Santa Maria de Jetibá,678462
ES,3204609,Santa Teresa,336569
ES,3204658,São Domingos do Norte,273081
ES,3204708,São Gabriel da Palha,705494
ES,3204807,São José do Calçado,617234
ES,3204906,São Mateus,4555884
ES,3204955,São Roque do Canaã,197457
ES,3205002,Serra,16148759
ES,3205010,Sooretama,757238
ES,3205036,Vargem Alta,403885
ES,3205069,Venda Nova do Imigrante,461671
ES,3205101,Viana,2729836
ES,3205150,Vila Pavão,331472
ES,3205176,Vila Valério,476127
ES,3205200,Vila Velha,9358183
ES,3205309,Vitória,8477233
ES,3299919,Riacho,
ES,3299929,Ponte do Itabapoana,
GO,5200050,Abadia de Goiás,738171
GO,5200100,Abadiânia,534982
GO,5200134,Acreúna,471095
GO,5200159,Adelândia,75134
GO,5200175,Água Fria de Goiás,216475
GO,5200209,Água Limpa,134364
GO,5200258,Águas Lindas de Goiás,10593.8
GO,5200308,Alexânia,1871251
GO,5200506,Aloândia,58664
GO,5200555,Alto Horizonte,197869
GO,5200605,Alto Paraíso de Goiás,243694
GO,5200803,Alvorada do Norte,381725
GO,5200829,Amaralina,157559
GO,5200852,Americano do Brasil,206043
GO,5200902,Amorinópolis,198964
GO,5201108,Anápolis,3614244
GO,5201207,Anhanguera,30.92
GO,5201306,Anicuns,705257
GO,5201405,Aparecida de Goiânia,6548324
GO,5201454,Aparecida do Rio Doce,74091
GO,5201504,Aporé,131694
GO,5201603,Araçu,136348
GO,5201702,Aragarças,931775
GO,5201801,Aragoiânia,664812
GO,5202155,Araguapaz,369325
GO,5202353,Arenópolis,133451
GO,5202502,Aruanã,232732
GO,5202601,Aurilândia,98.92
GO,5202809,Avelinópolis,161501
GO,5203104,Baliza,160647
GO,5203203,Barro Alto,387856
GO,5203302,Bela Vista de Goiás,1142101
GO,5203401,Bom Jardim de Goiás,302629
GO,5203500,Bom Jesus de Goiás,534049
GO,5203559,Bonfinópolis,251.94
GO,5203575,Bonópolis,225173
GO,5203609,Brazabrantes,143546
GO,5203807,Britânia,180761
GO,5203906,Buriti Alegre,141.92
GO,5203939,Buriti de Goiás,102.62
GO,5203962,Buritinópolis,234259
GO,5204003,Cabeceiras,397299
GO,5204102,Cachoeira Alta,419.15
GO,5204201,Cachoeira de Goiás,87663
GO,5204250,Cachoeira Dourada,166738
GO,5204300,Caçu,215088
GO,5204409,Caiapônia,321.8
GO,5204508,Caldas Novas,2103864
GO,5204557,Caldazinha,110741
GO,5204607,Campestre de Goiás,211904
GO,5204656,Campinaçu,243927
GO,5204706,Campinorte,493971
GO,5204805,Campo Alegre de Goiás,191.47
GO,5204854,Campo Limpo de Goiás,289861
GO,5204904,Campos Belos,1014795
GO,5204953,Campos Verdes,428152
GO,5205000,Carmo do Rio Verde,378782
GO,5205059,Castelândia,251135
GO,5205109,Catalão,1965116
GO,5205208,Caturaí,228509
GO,5205307,Cavalcante,525683
GO,5205406,Ceres,378206
GO,5205455,Cezarina,299122
GO,5205471,Chapadão do Céu,279435
GO,5205497,Cidade Ocidental,4477914
GO,5205513,Cocalzinho de Goiás,1496375
GO,5205521,Colinas do Sul,213246
GO,5205703,Córrego do Ouro,72775
GO,5205802,Corumbá de Goiás,455147
GO,5205901,Corumbaíba,192663
GO,5206206,Cristalina,2221978
GO,5206305,Cristianópolis,158049
GO,5206404,Crixás,337546
GO,5206503,Cromínia,199134
GO,5206602,Cumari,55404
GO,5206701,Damianópolis,258391
GO,5206800,Damolândia,164983
GO,5206909,Davinópolis,50.15
GO,5207105,Diorama,81826
GO,5207253,Doverlândia,245758
GO,5207352,Edealina,142592
GO,5207402,Edéia,482429
GO,5207501,Estrela do Norte,148744
GO,5207535,Faina,253224
GO,5207600,Fazenda Nova,422943
GO,5207808,Firminópolis,270492
GO,5207907,Flores de Goiás,563271
GO,5208004,Formosa,4291216
GO,5208103,Formoso,239051
GO,5208152,Gameleira de Goiás,80089
GO,5208301,Divinópolis de Goiás,444329
GO,5208400,Goianápolis,578745
GO,5208509,Goiandira,169318
GO,5208608,Goianésia,1632941
GO,5208707,Goiânia,26770246
GO,5208806,Goianira,1908212
GO,5208905,Goiás,926854
GO,5209101,Goiatuba,598285
GO,5209150,Gouvelândia,126841
GO,5209200,Guapó,870.53
GO,5209291,Guaraíta,114129
GO,5209408,Guarani de Goiás,274388
GO,5209457,Guarinos,105706
GO,5209606,Heitoraí,203729
GO,5209705,Hidrolândia,575926
GO,5209804,Hidrolina,143287
GO,5209903,Iaciara,809175
GO,5209937,Inaciolândia,175387
GO,5209952,Indiara,380314
GO,5210000,Inhumas,1249056
GO,5210109,Ipameri,837.38
GO,5210158,Ipiranga de Goiás,147168
GO,5210208,Iporá,500463
GO,5210307,Israelândia,194.44
GO,5210406,Itaberaí,1371335
GO,5210562,Itaguari,141529
GO,5210604,Itaguaru,169.93
GO,5210802,Itajá,129808
GO,5210901,Itapaci,312542
GO,5211008,Itapirapuã,433331
GO,5211206,Itapuranga,814793
GO,5211305,Itarumã,126149
GO,5211404,Itauçu,317702
GO,5211503,Itumbiara,2244522
GO,5211602,Ivolândia,144425
GO,5211701,Jandaia,190187
GO,5211800,Jaraguá,1792196
GO,5211909,Jataí,1568564
GO,5212006,Jaupaci,117555
GO,5212055,Jesúpolis,163108
GO,5212105,Joviânia,86484
GO,5212204,Jussara,634735
GO,5212253,Lagoa Santa,95349
GO,5212303,Leopoldo de Bulhões,268836
GO,5212501,Luziânia,9367235
GO,5212600,Mairipotaba,120145
GO,5212709,Mambaí,627443
GO,5212808,Mara Rosa,343168
GO,5212907,Marzagão,105511
GO,5212956,Matrinchã,283959
GO,5213004,Maurilândia,384512
GO,5213053,Mimoso de Goiás,124086
GO,5213087,Minaçu,955382
GO,5213103,Mineiros,1833598
GO,5213400,Moiporá,78668
GO,5213509,Monte Alegre de Goiás,511.2
GO,5213707,Montes Claros de Goiás,157243
GO,5213756,Montividiu,179796
GO,5213772,Montividiu do Norte,324.94
GO,5213806,Morrinhos,609263
GO,5213855,Morro Agudo de Goiás,144255
GO,5213905,Mossâmedes,88828
GO,5214002,Mozarlândia,618263
GO,5214051,Mundo Novo,237617
GO,5214101,Mutunópolis,191748
GO,5214408,Nazário,271.7
GO,5214507,Nerópolis,559435
GO,5214606,Niquelândia,1073751
GO,5214705,Nova América,126796
GO,5214804,Nova Aurora,89909
GO,5214838,Nova Crixás,400501
GO,5214861,Nova Glória,362173
GO,5214879,Nova Iguaçu de Goiás,97786
GO,5214903,Nova Roma,220328
GO,5215009,Nova Veneza,386238
GO,5215207,Novo Brasil,170157
GO,5215231,Novo Gama,3218123
GO,5215256,Novo Planalto,260594
GO,5215306,Orizona,291034
GO,5215405,Ouro Verde de Goiás,145733
GO,5215504,Ouvidor,143114
GO,5215603,Padre Bernardo,1123591
GO,5215652,Palestina de Goiás,116.95
GO,5215702,Palmeiras de Goiás,380059
GO,5215801,Palmelo,69151
GO,5215900,Palminópolis,182584
GO,5216007,Panamá,66151
GO,5216304,Paranaiguara,220.33
GO,5216403,Paraúna,255205
GO,5216452,Perolândia,57952
GO,5216809,Petrolina de Goiás,272062
GO,5216908,Pilar de Goiás,129284
GO,5217104,Piracanjuba,443.42
GO,5217203,Piranhas,451.5
GO,5217302,Pirenópolis,641463
GO,5217401,Pires do Rio,828201
GO,5217609,Planaltina,4819056
GO,5217708,Pontalina,415273
GO,5218003,Porangatu,1159869
GO,5218052,Porteirão,170053
GO,5218102,Portelândia,139546
GO,5218300,Posse,1620616
GO,5218391,Professor Jamil,203089
GO,5218508,Quirinópolis,712937
GO,5218607,Rialma,212578
GO,5218706,Rianápolis,102733
GO,5218789,Rio Quente,142704
GO,5218805,Rio Verde,4527053
GO,5218904,Rubiataba,454618
GO,5219001,Sanclerlândia,104421
GO,5219100,Santa Bárbara de Goiás,238109
GO,5219209,Santa Cruz de Goiás,124317
GO,5219258,Santa Fé de Goiás,122966
GO,5219308,Santa Helena de Goiás,840089
GO,5219357,Santa Isabel,179.81
GO,5219407,Santa Rita do Araguaia,227857
GO,5219456,Santa Rita do Novo Destino,125227
GO,5219506,Santa Rosa de Goiás,125373
GO,5219605,Santa Tereza de Goiás,133099
GO,5219704,Santa Terezinha de Goiás,718.98
GO,5219712,Santo Antônio da Barra,86009
GO,5219738,Santo Antônio de Goiás,320061
GO,5219753,Santo Antônio do Descoberto,3443707
GO,5219803,São Domingos,601991
GO,5219902,São Francisco de Goiás,347405
GO,5220009,São João d'Aliança,510588
GO,5220058,São João da Paraúna,49115
GO,5220108,São Luís de Montes Belos,748729
GO,5220157,São Luíz do Norte,211134
GO,5220207,São Miguel do Araguaia,901023
GO,5220264,São Miguel do Passa Quatro,79575
GO,5220280,São Patrício,101186
GO,5220405,São Simão,783077
GO,5220454,Senador Canedo,3044648
GO,5220504,Serranópolis,225252
GO,5220603,Silvânia,548435
GO,5220686,Simolândia,509988
GO,5220702,Sítio d'Abadia,265465
GO,5221007,Taquaral de Goiás,133615
GO,5221080,Teresina de Goiás,307137
GO,5221197,Terezópolis de Goiás,436383
GO,5221304,Três Ranchos,135011
GO,5221403,Trindade,3741895
GO,5221452,Trombas,161598
GO,5221502,Turvânia,135.4
GO,5221551,Turvelândia,222.19
GO,5221577,Uirapuru,202423
GO,5221601,Uruaçu,580.8
GO,5221700,Uruana,620095
GO,5221809,Urutaí,72246
GO,5221858,Valparaíso de Goiás,4257644
GO,5221908,Varjão,118571
GO,5222005,Vianópolis,334672
GO,5222054,Vicentinópolis,256926
GO,5222203,Vila Boa,256069
GO,5222302,Vila Propício,295562
MA,2100055,Açailândia,3941532
MA,2100105,Afonso Cunha,765.72
MA,2100154,Água Doce do Maranhão,996161
MA,2100204,Alcântara,2741359
MA,2100303,Aldeias Altas,1409.98
MA,2100402,Altamira do Maranhão,707957
MA,2100436,Alto Alegre do Maranhão,1612854
MA,2100477,Alto Alegre do Pindaré,2060533
MA,2100501,Alto Parnaíba,698366
MA,2100550,Amapá do Maranhão,593044
MA,2100600,Amarante do Maranhão,2230302
MA,2100709,Anajatuba,2321404
MA,2100808,Anapurus,1642672
MA,2100832,Apicum-Açu,2023602
MA,2100873,Araguanã,706859
MA,2100907,Araioses,3070365
MA,2100956,Arame,1976146
MA,2101004,Arari,1634334
MA,2101103,Axixá,916647
MA,2101202,Bacabal,7571897
MA,2101251,Bacabeira,1198717
MA,2101301,Bacuri,1185288
MA,2101350,Bacurituba,484481
MA,2101400,Balsas,4798888
MA,2101509,Barão de Grajaú,1519885
MA,2101608,Barra do Corda,6137557
MA,2101707,Barreirinhas,5704.48
MA,2101731,Belágua,548986
MA,2101772,Bela Vista do Maranhão,809777
MA,2101806,Benedito Leite,492137
MA,2101905,Bequimão,1609005
MA,2101939,Bernardo do Mearim,419497
MA,2101970,Boa Vista do Gurupi,476494
MA,2102002,Bom Jardim,2233466
MA,2102036,Bom Jesus das Selvas,1940079
MA,2102077,Bom Lugar,1083553
MA,2102101,Brejo,2758212
MA,2102150,Brejo de Areia,827335
MA,2102200,Buriti,2681532
MA,2102309,Buriti Bravo,1986153
MA,2102325,Buriticupu,2956487
MA,2102358,Buritirana,1149128
MA,2102374,Cachoeira Grande,1397.67
MA,2102408,Cajapió,754457
MA,2102507,Cajari,2100.99
MA,2102556,Campestre do Maranhão,652783
MA,2102606,Cândido Mendes,1543169
MA,2102705,Cantanhede,1578599
MA,2102754,Capinzal do Norte,1004036
MA,2102804,Carolina,1782445
MA,2102903,Carutapera,2790457
MA,2103000,Caxias,6958.93
MA,2103109,Cedral,580.44
MA,2103125,Central do Maranhão,1003373
MA,2103158,Centro do Guilherme,1204314
MA,2103174,Centro Novo do Maranhão,1648169
MA,2103208,Chapadinha,8837392
MA,2103257,Cidelândia,970946
MA,2103307,Codó,6324727
MA,2103406,Coelho Neto,3878553
MA,2103505,Colinas,3486523
MA,2103554,Conceição do Lago-Açu,1044421
MA,2103604,Coroatá,3720.72
MA,2103703,Cururupu,3447.46
MA,2103752,Davinópolis,577518
MA,2103802,Dom Pedro,1675.32
MA,2103901,Duque Bacelar,1197632
MA,2104008,Esperantinópolis,1466856
MA,2104057,Estreito,1669459
MA,2104073,Feira Nova do Maranhão,625094
MA,2104081,Fernando Falcão,954.59
MA,2104099,Formosa da Serra Negra,1379222
MA,2104107,Fortaleza dos Nogueiras,1076268
MA,2104206,Fortuna,1183777
MA,2104305,Godofredo Viana,639305
MA,2104404,Gonçalves Dias,1391156
MA,2104503,Governador Archer,620219
MA,2104552,Governador Edison Lobão,1079493
MA,2104602,Governador Eugênio Barros,1098617
MA,2104628,Governador Luiz Rocha,478152
MA,2104651,Governador Newton Bello,757084
MA,2104677,Governador Nunes Freire,1660593
MA,2104701,Graça Aranha,441536
MA,2104800,Grajaú,4263537
MA,2104909,Guimarães,788921
MA,2105005,Humberto de Campos,2270295
MA,2105104,Icatu,2350691
MA,2105153,Igarapé do Meio,1163966
MA,2105203,Igarapé Grande,850158
MA,2105302,Imperatriz,9949489
MA,2105351,Itaipava do Grajaú,1267655
MA,2105401,Itapecuru Mirim,3690916
MA,2105427,Itinga do Maranhão,1563386
MA,2105450,Jatobá,745208
MA,2105476,Jenipapo dos Vieiras,1134695
MA,2105500,João Lisboa,1399474
MA,2105609,Joselândia,1127.41
MA,2105658,Junco do Maranhão,404.74
MA,2105708,Lago da Pedra,3566925
MA,2105807,Lago do Junco,704744
MA,2105906,Lago Verde,1195437
MA,2105922,Lagoa do Mato,1042.84
MA,2105948,Lago dos Rodrigues,516385
MA,2105963,Lagoa Grande do Maranhão,732218
MA,2105989,Lajeado Novo,688517
MA,2106003,Lima Campos,742.99
MA,2106102,Loreto,976255
MA,2106201,Luís Domingues,866543
MA,2106300,Magalhães de Almeida,921.92
MA,2106326,Maracaçumé,1822.71
MA,2106359,Marajá do Sena,509264
MA,2106375,Maranhãozinho,703435
MA,2106409,Mata Roma,1800152
MA,2106508,Matinha,2037702
MA,2106607,Matões,2821099
MA,2106631,Matões do Norte,880944
MA,2106672,Milagres do Maranhão,719989
MA,2106706,Mirador,2085.59
MA,2106755,Miranda do Norte,1418808
MA,2106805,Mirinzal,1540166
MA,2106904,Monção,2768313
MA,2107001,Montes Altos,753119
MA,2107100,Morros,1600779
MA,2107209,Nina Rodrigues,1026462
MA,2107258,Nova Colinas,332853
MA,2107308,Nova Iorque,434817
MA,2107357,Nova Olinda do Maranhão,1048339
MA,2107407,Olho d'Água das Cunhãs,1506222
MA,2107456,Olinda Nova do Maranhão,1224449
MA,2107506,Paço do Lumiar,6356545
MA,2107605,Palmeirândia,2067512
MA,2107704,Paraibano,2165384
MA,2107803,Parnarama,2347452
MA,2107902,Passagem Franca,1511449
MA,2108009,Pastos Bons,1571823
MA,2108058,Paulino Neves,1526061
MA,2108108,Paulo Ramos,1561759
MA,2108207,Pedreiras,1676685
MA,2108256,Pedro do Rosário,2627696
MA,2108306,Penalva,2861362
MA,2108405,Peri Mirim,1460246
MA,2108454,Peritoró,2034196
MA,2108504,Pindaré-Mirim,1908.16
MA,2108603,Pinheiro,5703851
MA,2108702,Pio XII,1778.5
MA,2108801,Pirapemas,1303194
MA,2108900,Poção de Pedras,1676818
MA,2109007,Porto Franco,803949
MA,2109056,Porto Rico do Maranhão,694046
MA,2109106,Presidente Dutra,1857156
MA,2109205,Presidente Juscelino,1061108
MA,2109239,Presidente Médici,489236
MA,2109270,Presidente Sarney,1329177
MA,2109304,Presidente Vargas,932.72
MA,2109403,Primeira Cruz,1242848
MA,2109452,Raposa,2267971
MA,2109502,Riachão,1347331
MA,2109551,Ribamar Fiquene,371618
MA,2109601,Rosário,1976753
MA,2109700,Sambaíba,500963
MA,2109759,Santa Filomena do Maranhão,536475
MA,2109809,Santa Helena,3446867
MA,2109908,Santa Inês,4037127
MA,2110005,Santa Luzia,3862.69
MA,2110039,Santa Luzia do Paruá,1656707
MA,2110104,Santa Quitéria do Maranhão,2719284
MA,2110203,Santa Rita,2820196
MA,2110237,Santana do Maranhão,708682
MA,2110278,Santo Amaro do Maranhão,1447382
MA,2110302,Santo Antônio dos Lopes,1158068
MA,2110401,São Benedito do Rio Preto,1555641
MA,2110500,São Bento,3160918
MA,2110609,São Bernardo,2694714
MA,2110658,São Domingos do Azeitão,768964
MA,2110708,São Domingos do Maranhão,2667381
MA,2110807,São Félix de Balsas,357324
MA,2110856,São Francisco do Brejão,562343
MA,2110906,São Francisco do Maranhão,1131395
MA,2111003,São João Batista,2211608
MA,2111029,São João do Carú,991645
MA,2111052,São João do Paraíso,704377
MA,2111078,São João do Soter,1479098
MA,2111102,São João dos Patos,1789039
MA,2111201,São José de Ribamar,11560087
MA,2111250,São José dos Basílios,568041
MA,2111300,São Luís,46024957
MA,2111409,São Luís Gonzaga do Maranhão,1389975
MA,2111508,São Mateus do Maranhão,2582161
MA,2111532,São Pedro da Água Branca,601438
MA,2111573,São Pedro dos Crentes,338848
MA,2111607,São Raimundo das Mangabeiras,1453449
MA,2111631,São Raimundo do Doca Bezerra,495571
MA,2111672,São Roberto,615367
MA,2111706,São Vicente Ferrer,2676772
MA,2111722,Satubinha,634862
MA,2111748,Senador Alexandre Costa,1058853
MA,2111763,Senador La Rocque,1200777
MA,2111789,Serrano do Maranhão,1868115
MA,2111805,Sítio Novo,1430482
MA,2111904,Sucupira do Norte,1132856
MA,2111953,Sucupira do Riachão,495707
MA,2112001,Tasso Fragoso,490404
MA,2112100,Timbiras,1867261
MA,2112209,Timon,11394405
MA,2112233,Trizidela do Vale,1312384
MA,2112274,Tufilândia,527347
MA,2112308,Tuntum,2615886
MA,2112407,Turiaçu,3492554
MA,2112456,Turilândia,3016.44
MA,2112506,Tutóia,4551.09
MA,2112605,Urbano Santos,2406648
MA,2112704,Vargem Grande,3239686
MA,2112803,Viana,4779.47
MA,2112852,Vila Nova dos Martírios,585627
MA,2112902,Vitória do Mearim,2026345
MA,2113009,Vitorino Freire,2106419
MA,2114007,Zé Doca,2842.47
MG,3100104,Abadia dos Dourados,152067
MG,3100203,Abaeté,524145
MG,3100302,Abre Campo,498287
MG,3100401,Acaiaca,180854
MG,3100500,Açucena,447994
MG,3100609,Água Boa,890972
MG,3100708,Água Comprida,77129
MG,3100807,Aguanil,129.99
MG,3100906,Águas Formosas,1517205
MG,3101003,Águas Vermelhas,1155449
MG,3101102,Aimorés,1092846
MG,3101201,Aiuruoca,127817
MG,3101300,Alagoa,129168
MG,3101409,Albertina,74465
MG,3101508,Além Paraíba,1309716
MG,3101607,Alfenas,2041397
MG,3101631,Alfredo Vasconcelos,184063
MG,3101706,Almenara,2551378
MG,3101805,Alpercata,430297
MG,3101904,Alpinópolis,346316
MG,3102001,Alterosa,433222
MG,3102050,Alto Caparaó,280591
MG,3102100,Alto Rio Doce,625282
MG,3102209,Alvarenga,263685
MG,3102308,Alvinópolis,573298
MG,3102407,Alvorada de Minas,281418
MG,3102506,Amparo do Serra,361.23
MG,3102605,Andradas,545.4
MG,3102704,Cachoeira de Pajeú,864592
MG,3102803,Andrelândia,740.85
MG,3102852,Angelândia,465896
MG,3102902,Antônio Carlos,419.1
MG,3103009,Antônio Dias,365942
MG,3103108,Antônio Prado de Minas,58602
MG,3103207,Araçaí,86159
MG,3103306,Aracitaba,65.98
MG,3103405,Araçuaí,1634001
MG,3103504,Araguari,2493467
MG,3103603,Arantina,141632
MG,3103702,Araponga,233836
MG,3103751,Araporã,136034
MG,3103801,Arapuá,52.38
MG,3103900,Araújos,117422
MG,3104007,Araxá,2761918
MG,3104106,Arceburgo,126052
MG,3104205,Arcos,934285
MG,3104304,Areado,278493
MG,3104403,Argirita,102961
MG,3104452,Aricanduva,322044
MG,3104502,Arinos,1196458
MG,3104601,Astolfo Dutra,226223
MG,3104700,Ataléia,793693
MG,3104809,Augusto de Lima,204364
MG,3104908,Baependi,644668
MG,3105004,Baldim,369779
MG,3105103,Bambuí,418672
MG,3105202,Bandeira,195872
MG,3105301,Bandeira do Sul,122351
MG,3105400,Barão de Cocais,576639
MG,3105509,Barão de Monte Alto,259997
MG,3105608,Barbacena,3187211
MG,3105707,Barra Longa,350.12
MG,3105905,Barroso,940957
MG,3106002,Bela Vista de Minas,293.93
MG,3106101,Belmiro Braga,58009
MG,3106200,Belo Horizonte,49741356
MG,3106309,Belo Oriente,928985
MG,3106408,Belo Vale,403632
MG,3106507,Berilo,513.44
MG,3106606,Bertópolis,469682
MG,3106655,Berizal,417.07
MG,3106705,Betim,16841767
MG,3106804,Bias Fortes,226539
MG,3106903,Bicas,547326
MG,3107000,Biquinhas,149911
MG,3107109,Boa Esperança,714379
MG,3107208,Bocaina de Minas,307722
MG,3107307,Bocaiúva,2835999
MG,3107406,Bom Despacho,1272183
MG,3107505,Bom Jardim de Minas,287557
MG,3107604,Bom Jesus da Penha,145436
MG,3107703,Bom Jesus do Amparo,204.25
MG,3107802,Bom Jesus do Galho,1080.56
MG,3107901,Bom Repouso,400388
MG,3108008,Bom Sucesso,196103
MG,3108107,Bonfim,423526
MG,3108206,Bonfinópolis de Minas,126074
MG,3108255,Bonito de Minas,834272
MG,3108305,Borda da Mata,423.95
MG,3108404,Botelhos,364551
MG,3108503,Botumirim,379437
MG,3108552,Brasilândia de Minas,791388
MG,3108602,Brasília de Minas,1678859
MG,3108701,Brás Pires,232.01
MG,3108800,Braúnas,184276
MG,3108909,Brasópolis,201552
MG,3109006,Brumadinho,688483
MG,3109105,Bueno Brandão,242983
MG,3109204,Buenópolis,440326
MG,3109253,Bugre,263742
MG,3109303,Buritis,1001275
MG,3109402,Buritizeiro,1855.67
MG,3109451,Cabeceira Grande,301724
MG,3109501,Cabo Verde,246054
MG,3109600,Cachoeira da Prata,73938
MG,3109709,Cachoeira de Minas,150067
MG,3109808,Cachoeira Dourada,43936
MG,3109907,Caetanópolis,364962
MG,3110004,Caeté,932459
MG,3110103,Caiana,245662
MG,3110202,Cajuri,201783
MG,3110301,Caldas,325.45
MG,3110400,Camacho,57137
MG,3110509,Camanducaia,588224
MG,3110608,Cambuí,572.06
MG,3110707,Cambuquira,473276
MG,3110806,Campanário,285594
MG,3110905,Campanha,400173
MG,3111002,Campestre,318798
MG,3111101,Campina Verde,303498
MG,3111150,Campo Azul,434281
MG,3111200,Campo Belo,1244376
MG,3111309,Campo do Meio,365101
MG,3111408,Campo Florido,331162
MG,3111507,Campos Altos,308638
MG,3111606,Campos Gerais,733243
MG,3111705,Canaã,220984
MG,3111804,Canápolis,246786
MG,3111903,Cana Verde,152646
MG,3112000,Candeias,407741
MG,3112059,Cantagalo,240396
MG,3112109,Caparaó,297431
MG,3112208,Capela Nova,267817
MG,3112307,Capelinha,1439034
MG,3112406,Capetinga,232531
MG,3112505,Capim Branco,232485
MG,3112604,Capinópolis,411686
MG,3112653,Capitão Andrade,283271
MG,3112703,Capitão Enéas,767288
MG,3112802,Capitólio,142343
MG,3112901,Caputira,499251
MG,3113008,Caraí,1358246
MG,3113107,Caranaíba,137.03
MG,3113206,Carandaí,735838
MG,3113305,Carangola,1279955
MG,3113404,Caratinga,1868225
MG,3113503,Carbonita,427.14
MG,3113602,Careaçu,204219
MG,3113701,Carlos Chagas,907348
MG,3113800,Carmésia,77448
MG,3113909,Carmo da Cachoeira,368239
MG,3114006,Carmo da Mata,242381
MG,3114105,Carmo de Minas,439051
MG,3114204,Carmo do Cajuru,257664
MG,3114303,Carmo do Paranaíba,680396
MG,3114402,Carmo do Rio Claro,496746
MG,3114501,Carmópolis de Minas,317.37
MG,3114550,Carneirinho,203.33
MG,3114600,Carrancas,70806
MG,3114709,Carvalhópolis,52899
MG,3114808,Carvalhos,295949
MG,3114907,Casa Grande,51266
MG,3115003,Cascalho Rico,102468
MG,3115102,Cássia,610.87
MG,3115201,Conceição da Barra de Minas,169.97
MG,3115300,Cataguases,1332245
MG,3115359,Catas Altas,153254
MG,3115409,Catas Altas da Noruega,163194
MG,3115458,Catuji,554017
MG,3115474,Catuti,548462
MG,3115508,Caxambu,613662
MG,3115607,Cedro do Abaeté,38204
MG,3115706,Central de Minas,332666
